date,date_id,wind,desc,temp,baro,hum,day,month,day_date,year,day_name,Start_hour,End_hour
"Saturday 19 September 2009, 00.00 — 06.00",1253318400000.0,1.0,Partly cloudy.,28.0,1008.0,73,2009-09-19,9,19,2009,5,00:00,06:00
"Saturday 19 September 2009, 06.00 — 12.00",1253340000000.0,5.0,Partly sunny.,35.0,1009.0,64,2009-09-19,9,19,2009,5,06:00,12:00
"Saturday 19 September 2009, 12.00 — 18.00",1253361600000.0,8.0,Broken clouds.,37.0,1007.0,63,2009-09-19,9,19,2009,5,12:00,18:00
"Saturday 19 September 2009, 18.00 — 00.00",1253383200000.0,0.0,Partly cloudy.,27.0,1009.0,86,2009-09-19,9,19,2009,5,18:00,00:00
"Sunday 20 September 2009, 00.00 — 06.00",1253404800000.0,5.0,Partly cloudy.,25.0,1008.0,92,2009-09-20,9,20,2009,6,00:00,06:00
"Sunday 20 September 2009, 06.00 — 12.00",1253426400000.0,4.0,Scattered clouds.,34.0,1009.0,68,2009-09-20,9,20,2009,6,06:00,12:00
"Sunday 20 September 2009, 12.00 — 18.00",1253448000000.0,9.0,Scattered clouds.,35.0,1006.0,61,2009-09-20,9,20,2009,6,12:00,18:00
"Sunday 20 September 2009, 18.00 — 00.00",1253469600000.0,0.0,Clear.,29.0,1009.0,85,2009-09-20,9,20,2009,6,18:00,00:00
"Monday 21 September 2009, 00.00 — 06.00",1253491200000.0,0.0,Passing clouds.,28.0,1007.0,84,2009-09-21,9,21,2009,0,00:00,06:00
"Monday 21 September 2009, 06.00 — 12.00",1253512800000.0,3.0,Scattered clouds.,33.0,1010.0,70,2009-09-21,9,21,2009,0,06:00,12:00
"Monday 21 September 2009, 12.00 — 18.00",1253534400000.0,6.0,Scattered clouds.,33.0,1007.0,67,2009-09-21,9,21,2009,0,12:00,18:00
"Monday 21 September 2009, 18.00 — 00.00",1253556000000.0,4.0,Passing clouds.,31.0,1009.0,75,2009-09-21,9,21,2009,0,18:00,00:00
"Tuesday 22 September 2009, 00.00 — 06.00",1253577600000.0,0.0,Passing clouds.,29.0,1008.0,85,2009-09-22,9,22,2009,1,00:00,06:00
"Tuesday 22 September 2009, 06.00 — 12.00",1253599200000.0,5.0,Scattered clouds.,34.0,1009.0,71,2009-09-22,9,22,2009,1,06:00,12:00
"Tuesday 22 September 2009, 12.00 — 18.00",1253620800000.0,12.0,Scattered clouds.,35.0,1006.0,65,2009-09-22,9,22,2009,1,12:00,18:00
"Tuesday 22 September 2009, 18.00 — 00.00",1253642400000.0,2.0,Passing clouds.,30.0,1008.0,78,2009-09-22,9,22,2009,1,18:00,00:00
"Wednesday 23 September 2009, 00.00 — 06.00",1253664000000.0,0.0,Passing clouds.,30.0,1008.0,83,2009-09-23,9,23,2009,2,00:00,06:00
"Wednesday 23 September 2009, 06.00 — 12.00",1253685600000.0,7.0,Scattered clouds.,34.0,1009.0,72,2009-09-23,9,23,2009,2,06:00,12:00
"Wednesday 23 September 2009, 12.00 — 18.00",1253707200000.0,12.0,Scattered clouds.,36.0,1006.0,61,2009-09-23,9,23,2009,2,12:00,18:00
"Wednesday 23 September 2009, 18.00 — 00.00",1253728800000.0,4.0,Thunderstorms. Partly cloudy.,32.0,1009.0,89,2009-09-23,9,23,2009,2,18:00,00:00
"Thursday 24 September 2009, 00.00 — 06.00",1253750400000.0,6.0,Passing clouds.,25.0,1009.0,90,2009-09-24,9,24,2009,3,00:00,06:00
"Thursday 24 September 2009, 06.00 — 12.00",1253772000000.0,12.0,Scattered clouds.,35.0,1010.0,66,2009-09-24,9,24,2009,3,06:00,12:00
"Thursday 24 September 2009, 12.00 — 18.00",1253793600000.0,11.0,Passing clouds.,37.0,1007.0,45,2009-09-24,9,24,2009,3,12:00,18:00
"Thursday 24 September 2009, 18.00 — 00.00",1253815200000.0,9.0,Passing clouds.,32.0,1007.0,71,2009-09-24,9,24,2009,3,18:00,00:00
"Friday 25 September 2009, 00.00 — 06.00",1253836800000.0,0.0,No weather data available,,0.0,0,2009-09-25,9,25,2009,4,00:00,06:00
"Friday 25 September 2009, 06.00 — 12.00",1253858400000.0,9.0,Sunny.,35.0,1009.0,55,2009-09-25,9,25,2009,4,06:00,12:00
"Friday 25 September 2009, 12.00 — 18.00",1253880000000.0,10.0,Scattered clouds.,38.0,1006.0,44,2009-09-25,9,25,2009,4,12:00,18:00
"Friday 25 September 2009, 18.00 — 00.00",1253901600000.0,1.0,Passing clouds.,28.0,1007.0,83,2009-09-25,9,25,2009,4,18:00,00:00
"Saturday 26 September 2009, 00.00 — 06.00",1253923200000.0,9.0,Passing clouds.,28.0,1006.0,79,2009-09-26,9,26,2009,5,00:00,06:00
"Saturday 26 September 2009, 06.00 — 12.00",1253944800000.0,15.0,Scattered clouds.,34.0,1007.0,66,2009-09-26,9,26,2009,5,06:00,12:00
"Saturday 26 September 2009, 12.00 — 18.00",1253966400000.0,7.0,Broken clouds.,37.0,1004.0,52,2009-09-26,9,26,2009,5,12:00,18:00
"Saturday 26 September 2009, 18.00 — 00.00",1253988000000.0,2.0,Passing clouds.,32.0,1006.0,58,2009-09-26,9,26,2009,5,18:00,00:00
"Sunday 27 September 2009, 00.00 — 06.00",1254009600000.0,2.0,Partly cloudy.,30.0,1004.0,71,2009-09-27,9,27,2009,6,00:00,06:00
"Sunday 27 September 2009, 06.00 — 12.00",1254031200000.0,3.0,Broken clouds.,34.0,1006.0,69,2009-09-27,9,27,2009,6,06:00,12:00
"Sunday 27 September 2009, 12.00 — 18.00",1254052800000.0,8.0,Broken clouds.,37.0,1003.0,53,2009-09-27,9,27,2009,6,12:00,18:00
"Sunday 27 September 2009, 18.00 — 00.00",1254074400000.0,3.0,Partly cloudy.,25.0,1006.0,94,2009-09-27,9,27,2009,6,18:00,00:00
"Monday 28 September 2009, 00.00 — 06.00",1254096000000.0,0.0,Thundershowers. Partly cloudy.,25.0,1004.0,87,2009-09-28,9,28,2009,0,00:00,06:00
"Monday 28 September 2009, 06.00 — 12.00",1254117600000.0,3.0,Broken clouds.,32.0,1005.0,81,2009-09-28,9,28,2009,0,06:00,12:00
"Monday 28 September 2009, 12.00 — 18.00",1254139200000.0,7.0,Partly sunny.,34.0,1002.0,58,2009-09-28,9,28,2009,0,12:00,18:00
"Monday 28 September 2009, 18.00 — 00.00",1254160800000.0,0.0,Passing clouds.,32.0,1004.0,66,2009-09-28,9,28,2009,0,18:00,00:00
"Tuesday 29 September 2009, 00.00 — 06.00",1254182400000.0,8.0,Passing clouds.,29.0,1003.0,77,2009-09-29,9,29,2009,1,00:00,06:00
"Tuesday 29 September 2009, 06.00 — 12.00",1254204000000.0,15.0,Partly sunny.,33.0,1004.0,69,2009-09-29,9,29,2009,1,06:00,12:00
"Tuesday 29 September 2009, 12.00 — 18.00",1254225600000.0,11.0,Broken clouds.,33.0,1002.0,66,2009-09-29,9,29,2009,1,12:00,18:00
"Tuesday 29 September 2009, 18.00 — 00.00",1254247200000.0,9.0,Partly cloudy.,31.0,1004.0,82,2009-09-29,9,29,2009,1,18:00,00:00
"Wednesday 30 September 2009, 00.00 — 06.00",1254268800000.0,6.0,Passing clouds.,28.0,1002.0,84,2009-09-30,9,30,2009,2,00:00,06:00
"Wednesday 30 September 2009, 06.00 — 12.00",1254290400000.0,15.0,Broken clouds.,32.0,1004.0,64,2009-09-30,9,30,2009,2,06:00,12:00
"Wednesday 30 September 2009, 12.00 — 18.00",1254312000000.0,18.0,Scattered clouds.,33.0,1001.0,60,2009-09-30,9,30,2009,2,12:00,18:00
"Wednesday 30 September 2009, 18.00 — 00.00",1254333600000.0,6.0,Passing clouds.,32.0,1003.0,68,2009-09-30,9,30,2009,2,18:00,00:00
"Thursday 1 October 2009, 00.00 — 06.00",1254355200000.0,8.0,Partly cloudy.,28.0,1001.0,72,2009-10-01,10,1,2009,3,00:00,06:00
"Thursday 1 October 2009, 06.00 — 12.00",1254376800000.0,15.0,Broken clouds.,32.0,1002.0,60,2009-10-01,10,1,2009,3,06:00,12:00
"Thursday 1 October 2009, 12.00 — 18.00",1254398400000.0,15.0,Partly sunny.,32.0,999.0,58,2009-10-01,10,1,2009,3,12:00,18:00
"Thursday 1 October 2009, 18.00 — 00.00",1254420000000.0,12.0,Passing clouds.,31.0,1002.0,63,2009-10-01,10,1,2009,3,18:00,00:00
"Friday 2 October 2009, 00.00 — 06.00",1254441600000.0,14.0,Passing clouds.,30.0,1001.0,62,2009-10-02,10,2,2009,4,00:00,06:00
"Friday 2 October 2009, 06.00 — 12.00",1254463200000.0,18.0,More clouds than sun.,33.0,1002.0,59,2009-10-02,10,2,2009,4,06:00,12:00
"Friday 2 October 2009, 12.00 — 18.00",1254484800000.0,16.0,Broken clouds.,34.0,1000.0,51,2009-10-02,10,2,2009,4,12:00,18:00
"Friday 2 October 2009, 18.00 — 00.00",1254506400000.0,0.0,No weather data available,,0.0,0,2009-10-02,10,2,2009,4,18:00,00:00
"Saturday 3 October 2009, 00.00 — 06.00",1254528000000.0,0.0,No weather data available,,0.0,0,2009-10-03,10,3,2009,5,00:00,06:00
"Saturday 3 October 2009, 06.00 — 12.00",1254549600000.0,0.0,No weather data available,,0.0,0,2009-10-03,10,3,2009,5,06:00,12:00
"Saturday 3 October 2009, 12.00 — 18.00",1254571200000.0,0.0,No weather data available,,0.0,0,2009-10-03,10,3,2009,5,12:00,18:00
"Saturday 3 October 2009, 18.00 — 00.00",1254592800000.0,0.0,No weather data available,,0.0,0,2009-10-03,10,3,2009,5,18:00,00:00
"Sunday 4 October 2009, 00.00 — 06.00",1254614400000.0,0.0,No weather data available,,0.0,0,2009-10-04,10,4,2009,6,00:00,06:00
"Sunday 4 October 2009, 06.00 — 12.00",1254636000000.0,0.0,No weather data available,,0.0,0,2009-10-04,10,4,2009,6,06:00,12:00
"Sunday 4 October 2009, 12.00 — 18.00",1254657600000.0,0.0,No weather data available,,0.0,0,2009-10-04,10,4,2009,6,12:00,18:00
"Sunday 4 October 2009, 18.00 — 00.00",1254679200000.0,0.0,No weather data available,,0.0,0,2009-10-04,10,4,2009,6,18:00,00:00
"Monday 5 October 2009, 00.00 — 06.00",1254700800000.0,0.0,No weather data available,,0.0,0,2009-10-05,10,5,2009,0,00:00,06:00
"Monday 5 October 2009, 06.00 — 12.00",1254722400000.0,0.0,No weather data available,,0.0,0,2009-10-05,10,5,2009,0,06:00,12:00
"Monday 5 October 2009, 12.00 — 18.00",1254744000000.0,0.0,No weather data available,,0.0,0,2009-10-05,10,5,2009,0,12:00,18:00
"Monday 5 October 2009, 18.00 — 00.00",1254765600000.0,0.0,No weather data available,,0.0,0,2009-10-05,10,5,2009,0,18:00,00:00
"Tuesday 6 October 2009, 00.00 — 06.00",1254787200000.0,2.0,Passing clouds.,28.0,1007.0,78,2009-10-06,10,6,2009,1,00:00,06:00
"Tuesday 6 October 2009, 06.00 — 12.00",1254808800000.0,18.0,Scattered clouds.,34.0,1008.0,51,2009-10-06,10,6,2009,1,06:00,12:00
"Tuesday 6 October 2009, 12.00 — 18.00",1254830400000.0,12.0,Partly sunny.,37.0,1004.0,42,2009-10-06,10,6,2009,1,12:00,18:00
"Tuesday 6 October 2009, 18.00 — 00.00",1254852000000.0,8.0,Passing clouds.,32.0,1007.0,67,2009-10-06,10,6,2009,1,18:00,00:00
"Wednesday 7 October 2009, 00.00 — 06.00",1254873600000.0,8.0,Passing clouds.,30.0,1007.0,77,2009-10-07,10,7,2009,2,00:00,06:00
"Wednesday 7 October 2009, 06.00 — 12.00",1254895200000.0,12.0,Scattered clouds.,35.0,1008.0,59,2009-10-07,10,7,2009,2,06:00,12:00
"Wednesday 7 October 2009, 12.00 — 18.00",1254916800000.0,11.0,Scattered clouds.,38.0,1005.0,44,2009-10-07,10,7,2009,2,12:00,18:00
"Wednesday 7 October 2009, 18.00 — 00.00",1254938400000.0,6.0,Passing clouds.,32.0,1007.0,74,2009-10-07,10,7,2009,2,18:00,00:00
"Thursday 8 October 2009, 00.00 — 06.00",1254960000000.0,6.0,Passing clouds.,30.0,1006.0,82,2009-10-08,10,8,2009,3,00:00,06:00
"Thursday 8 October 2009, 06.00 — 12.00",1254981600000.0,9.0,Passing clouds.,32.0,1008.0,73,2009-10-08,10,8,2009,3,06:00,12:00
"Thursday 8 October 2009, 12.00 — 18.00",1255003200000.0,8.0,Scattered clouds.,37.0,1005.0,45,2009-10-08,10,8,2009,3,12:00,18:00
"Thursday 8 October 2009, 18.00 — 00.00",1255024800000.0,2.0,Passing clouds.,32.0,1007.0,70,2009-10-08,10,8,2009,3,18:00,00:00
"Friday 9 October 2009, 00.00 — 06.00",1255046400000.0,0.0,Passing clouds.,29.0,1006.0,83,2009-10-09,10,9,2009,4,00:00,06:00
"Friday 9 October 2009, 06.00 — 12.00",1255068000000.0,12.0,Partly sunny.,33.0,1009.0,69,2009-10-09,10,9,2009,4,06:00,12:00
"Friday 9 October 2009, 12.00 — 18.00",1255089600000.0,9.0,Scattered clouds.,34.0,1006.0,66,2009-10-09,10,9,2009,4,12:00,18:00
"Friday 9 October 2009, 18.00 — 00.00",1255111200000.0,1.0,Passing clouds.,29.0,1009.0,75,2009-10-09,10,9,2009,4,18:00,00:00
"Saturday 10 October 2009, 00.00 — 06.00",1255132800000.0,0.0,Partly cloudy.,28.0,1008.0,83,2009-10-10,10,10,2009,5,00:00,06:00
"Saturday 10 October 2009, 06.00 — 12.00",1255154400000.0,3.0,Broken clouds.,35.0,1010.0,72,2009-10-10,10,10,2009,5,06:00,12:00
"Saturday 10 October 2009, 12.00 — 18.00",1255176000000.0,10.0,Scattered clouds.,35.0,1008.0,56,2009-10-10,10,10,2009,5,12:00,18:00
"Saturday 10 October 2009, 18.00 — 00.00",1255197600000.0,2.0,Passing clouds.,31.0,1010.0,70,2009-10-10,10,10,2009,5,18:00,00:00
"Sunday 11 October 2009, 00.00 — 06.00",1255219200000.0,0.0,Partly cloudy.,30.0,1010.0,82,2009-10-11,10,11,2009,6,00:00,06:00
"Sunday 11 October 2009, 06.00 — 12.00",1255240800000.0,4.0,Broken clouds.,33.0,1012.0,73,2009-10-11,10,11,2009,6,06:00,12:00
"Sunday 11 October 2009, 12.00 — 18.00",1255262400000.0,11.0,Scattered clouds.,34.0,1009.0,58,2009-10-11,10,11,2009,6,12:00,18:00
"Sunday 11 October 2009, 18.00 — 00.00",1255284000000.0,4.0,Passing clouds.,30.0,1012.0,71,2009-10-11,10,11,2009,6,18:00,00:00
"Monday 12 October 2009, 00.00 — 06.00",1255305600000.0,0.0,Passing clouds.,29.0,1011.0,81,2009-10-12,10,12,2009,0,00:00,06:00
"Monday 12 October 2009, 06.00 — 12.00",1255327200000.0,4.0,Scattered clouds.,33.0,1013.0,71,2009-10-12,10,12,2009,0,06:00,12:00
"Monday 12 October 2009, 12.00 — 18.00",1255348800000.0,10.0,Passing clouds.,34.0,1010.0,57,2009-10-12,10,12,2009,0,12:00,18:00
"Monday 12 October 2009, 18.00 — 00.00",1255370400000.0,1.0,Passing clouds.,32.0,1012.0,67,2009-10-12,10,12,2009,0,18:00,00:00
"Tuesday 13 October 2009, 00.00 — 06.00",1255392000000.0,0.0,Passing clouds.,29.0,1011.0,86,2009-10-13,10,13,2009,1,00:00,06:00
"Tuesday 13 October 2009, 06.00 — 12.00",1255413600000.0,0.0,Scattered clouds.,33.0,1013.0,70,2009-10-13,10,13,2009,1,06:00,12:00
"Tuesday 13 October 2009, 12.00 — 18.00",1255435200000.0,9.0,Scattered clouds.,34.0,1010.0,60,2009-10-13,10,13,2009,1,12:00,18:00
"Tuesday 13 October 2009, 18.00 — 00.00",1255456800000.0,4.0,Passing clouds.,31.0,1012.0,76,2009-10-13,10,13,2009,1,18:00,00:00
"Wednesday 14 October 2009, 00.00 — 06.00",1255478400000.0,0.0,Passing clouds.,27.0,1012.0,84,2009-10-14,10,14,2009,2,00:00,06:00
"Wednesday 14 October 2009, 06.00 — 12.00",1255500000000.0,4.0,Passing clouds.,34.0,1013.0,68,2009-10-14,10,14,2009,2,06:00,12:00
"Wednesday 14 October 2009, 12.00 — 18.00",1255521600000.0,11.0,Passing clouds.,35.0,1010.0,52,2009-10-14,10,14,2009,2,12:00,18:00
"Wednesday 14 October 2009, 18.00 — 00.00",1255543200000.0,4.0,Passing clouds.,30.0,1011.0,71,2009-10-14,10,14,2009,2,18:00,00:00
"Thursday 15 October 2009, 00.00 — 06.00",1255564800000.0,0.0,Passing clouds.,27.0,1011.0,82,2009-10-15,10,15,2009,3,00:00,06:00
"Thursday 15 October 2009, 06.00 — 12.00",1255586400000.0,0.0,Scattered clouds.,34.0,1013.0,65,2009-10-15,10,15,2009,3,06:00,12:00
"Thursday 15 October 2009, 12.00 — 18.00",1255608000000.0,10.0,Scattered clouds.,35.0,1010.0,43,2009-10-15,10,15,2009,3,12:00,18:00
"Thursday 15 October 2009, 18.00 — 00.00",1255629600000.0,2.0,Passing clouds.,30.0,1011.0,63,2009-10-15,10,15,2009,3,18:00,00:00
"Friday 16 October 2009, 00.00 — 06.00",1255651200000.0,1.0,Haze.,27.0,1011.0,82,2009-10-16,10,16,2009,4,00:00,06:00
"Friday 16 October 2009, 06.00 — 12.00",1255672800000.0,0.0,Scattered clouds.,33.0,1012.0,71,2009-10-16,10,16,2009,4,06:00,12:00
"Friday 16 October 2009, 12.00 — 18.00",1255694400000.0,9.0,Scattered clouds.,35.0,1009.0,51,2009-10-16,10,16,2009,4,12:00,18:00
"Friday 16 October 2009, 18.00 — 00.00",1255716000000.0,0.0,Clear.,30.0,1012.0,74,2009-10-16,10,16,2009,4,18:00,00:00
"Saturday 17 October 2009, 00.00 — 06.00",1255737600000.0,0.0,Passing clouds.,27.0,1010.0,85,2009-10-17,10,17,2009,5,00:00,06:00
"Saturday 17 October 2009, 06.00 — 12.00",1255759200000.0,1.0,Haze.,34.0,1012.0,70,2009-10-17,10,17,2009,5,06:00,12:00
"Saturday 17 October 2009, 12.00 — 18.00",1255780800000.0,9.0,Scattered clouds.,35.0,1009.0,48,2009-10-17,10,17,2009,5,12:00,18:00
"Saturday 17 October 2009, 18.00 — 00.00",1255802400000.0,4.0,Passing clouds.,31.0,1010.0,73,2009-10-17,10,17,2009,5,18:00,00:00
"Sunday 18 October 2009, 00.00 — 06.00",1255824000000.0,0.0,Fog.,27.0,1009.0,85,2009-10-18,10,18,2009,6,00:00,06:00
"Sunday 18 October 2009, 06.00 — 12.00",1255845600000.0,4.0,Fog.,34.0,1011.0,74,2009-10-18,10,18,2009,6,06:00,12:00
"Sunday 18 October 2009, 12.00 — 18.00",1255867200000.0,11.0,Scattered clouds.,35.0,1008.0,49,2009-10-18,10,18,2009,6,12:00,18:00
"Sunday 18 October 2009, 18.00 — 00.00",1255888800000.0,2.0,Passing clouds.,31.0,1010.0,70,2009-10-18,10,18,2009,6,18:00,00:00
"Monday 19 October 2009, 00.00 — 06.00",1255910400000.0,0.0,Passing clouds.,28.0,1010.0,86,2009-10-19,10,19,2009,0,00:00,06:00
"Monday 19 October 2009, 06.00 — 12.00",1255932000000.0,0.0,Scattered clouds.,33.0,1013.0,67,2009-10-19,10,19,2009,0,06:00,12:00
"Monday 19 October 2009, 12.00 — 18.00",1255953600000.0,9.0,Scattered clouds.,35.0,1010.0,51,2009-10-19,10,19,2009,0,12:00,18:00
"Monday 19 October 2009, 18.00 — 00.00",1255975200000.0,2.0,Passing clouds.,31.0,1012.0,81,2009-10-19,10,19,2009,0,18:00,00:00
"Tuesday 20 October 2009, 00.00 — 06.00",1255996800000.0,1.0,Fog.,27.0,1012.0,91,2009-10-20,10,20,2009,1,00:00,06:00
"Tuesday 20 October 2009, 06.00 — 12.00",1256018400000.0,2.0,Fog.,33.0,1013.0,80,2009-10-20,10,20,2009,1,06:00,12:00
"Tuesday 20 October 2009, 12.00 — 18.00",1256040000000.0,9.0,Passing clouds.,36.0,1010.0,47,2009-10-20,10,20,2009,1,12:00,18:00
"Tuesday 20 October 2009, 18.00 — 00.00",1256061600000.0,2.0,Haze.,31.0,1012.0,75,2009-10-20,10,20,2009,1,18:00,00:00
"Wednesday 21 October 2009, 00.00 — 06.00",1256083200000.0,0.0,Haze.,27.0,1012.0,88,2009-10-21,10,21,2009,2,00:00,06:00
"Wednesday 21 October 2009, 06.00 — 12.00",1256104800000.0,1.0,Haze.,34.0,1013.0,73,2009-10-21,10,21,2009,2,06:00,12:00
"Wednesday 21 October 2009, 12.00 — 18.00",1256126400000.0,13.0,Passing clouds.,35.0,1011.0,48,2009-10-21,10,21,2009,2,12:00,18:00
"Wednesday 21 October 2009, 18.00 — 00.00",1256148000000.0,3.0,Passing clouds.,30.0,1013.0,71,2009-10-21,10,21,2009,2,18:00,00:00
"Thursday 22 October 2009, 00.00 — 06.00",1256169600000.0,0.0,Haze.,28.0,1012.0,87,2009-10-22,10,22,2009,3,00:00,06:00
"Thursday 22 October 2009, 06.00 — 12.00",1256191200000.0,2.0,Fog.,35.0,1014.0,72,2009-10-22,10,22,2009,3,06:00,12:00
"Thursday 22 October 2009, 12.00 — 18.00",1256212800000.0,11.0,Scattered clouds.,35.0,1012.0,44,2009-10-22,10,22,2009,3,12:00,18:00
"Thursday 22 October 2009, 18.00 — 00.00",1256234400000.0,2.0,Passing clouds.,30.0,1013.0,64,2009-10-22,10,22,2009,3,18:00,00:00
"Friday 23 October 2009, 00.00 — 06.00",1256256000000.0,0.0,Passing clouds.,26.0,1012.0,83,2009-10-23,10,23,2009,4,00:00,06:00
"Friday 23 October 2009, 06.00 — 12.00",1256277600000.0,3.0,Scattered clouds.,33.0,1013.0,68,2009-10-23,10,23,2009,4,06:00,12:00
"Friday 23 October 2009, 12.00 — 18.00",1256299200000.0,13.0,Passing clouds.,35.0,1010.0,37,2009-10-23,10,23,2009,4,12:00,18:00
"Friday 23 October 2009, 18.00 — 00.00",1256320800000.0,4.0,Passing clouds.,30.0,1012.0,63,2009-10-23,10,23,2009,4,18:00,00:00
"Saturday 24 October 2009, 00.00 — 06.00",1256342400000.0,1.0,Haze.,26.0,1010.0,83,2009-10-24,10,24,2009,5,00:00,06:00
"Saturday 24 October 2009, 06.00 — 12.00",1256364000000.0,2.0,Fog.,34.0,1012.0,64,2009-10-24,10,24,2009,5,06:00,12:00
"Saturday 24 October 2009, 12.00 — 18.00",1256385600000.0,11.0,Scattered clouds.,35.0,1009.0,40,2009-10-24,10,24,2009,5,12:00,18:00
"Saturday 24 October 2009, 18.00 — 00.00",1256407200000.0,5.0,Clear.,30.0,1011.0,59,2009-10-24,10,24,2009,5,18:00,00:00
"Sunday 25 October 2009, 00.00 — 06.00",1256428800000.0,0.0,Passing clouds.,27.0,1010.0,81,2009-10-25,10,25,2009,6,00:00,06:00
"Sunday 25 October 2009, 06.00 — 12.00",1256450400000.0,1.0,Broken clouds.,33.0,1012.0,58,2009-10-25,10,25,2009,6,06:00,12:00
"Sunday 25 October 2009, 12.00 — 18.00",1256472000000.0,15.0,Passing clouds.,34.0,1009.0,48,2009-10-25,10,25,2009,6,12:00,18:00
"Sunday 25 October 2009, 18.00 — 00.00",1256493600000.0,5.0,Passing clouds.,29.0,1012.0,61,2009-10-25,10,25,2009,6,18:00,00:00
"Monday 26 October 2009, 00.00 — 06.00",1256515200000.0,0.0,Haze.,27.0,1011.0,78,2009-10-26,10,26,2009,0,00:00,06:00
"Monday 26 October 2009, 06.00 — 12.00",1256536800000.0,5.0,Scattered clouds.,32.0,1013.0,64,2009-10-26,10,26,2009,0,06:00,12:00
"Monday 26 October 2009, 12.00 — 18.00",1256558400000.0,13.0,Partly sunny.,34.0,1010.0,50,2009-10-26,10,26,2009,0,12:00,18:00
"Monday 26 October 2009, 18.00 — 00.00",1256580000000.0,4.0,Passing clouds.,30.0,1012.0,70,2009-10-26,10,26,2009,0,18:00,00:00
"Tuesday 27 October 2009, 00.00 — 06.00",1256601600000.0,2.0,Passing clouds.,27.0,1010.0,84,2009-10-27,10,27,2009,1,00:00,06:00
"Tuesday 27 October 2009, 06.00 — 12.00",1256623200000.0,1.0,Broken clouds.,31.0,1013.0,86,2009-10-27,10,27,2009,1,06:00,12:00
"Tuesday 27 October 2009, 12.00 — 18.00",1256644800000.0,7.0,Scattered clouds.,30.0,1011.0,76,2009-10-27,10,27,2009,1,12:00,18:00
"Tuesday 27 October 2009, 18.00 — 00.00",1256666400000.0,2.0,Passing clouds.,28.0,1012.0,84,2009-10-27,10,27,2009,1,18:00,00:00
"Wednesday 28 October 2009, 00.00 — 06.00",1256688000000.0,0.0,Thunderstorms. Partly cloudy.,26.0,1010.0,93,2009-10-28,10,28,2009,2,00:00,06:00
"Wednesday 28 October 2009, 06.00 — 12.00",1256709600000.0,0.0,Light rain. Fog.,27.0,1012.0,91,2009-10-28,10,28,2009,2,06:00,12:00
"Wednesday 28 October 2009, 12.00 — 18.00",1256731200000.0,2.0,Broken clouds.,30.0,1010.0,83,2009-10-28,10,28,2009,2,12:00,18:00
"Wednesday 28 October 2009, 18.00 — 00.00",1256752800000.0,1.0,Partly cloudy.,28.0,1012.0,90,2009-10-28,10,28,2009,2,18:00,00:00
"Thursday 29 October 2009, 00.00 — 06.00",1256774400000.0,1.0,Partly cloudy.,26.0,1011.0,90,2009-10-29,10,29,2009,3,00:00,06:00
"Thursday 29 October 2009, 06.00 — 12.00",1256796000000.0,3.0,Thunderstorms. Broken clouds.,29.0,1014.0,87,2009-10-29,10,29,2009,3,06:00,12:00
"Thursday 29 October 2009, 12.00 — 18.00",1256817600000.0,8.0,Partly sunny.,32.0,1011.0,71,2009-10-29,10,29,2009,3,12:00,18:00
"Thursday 29 October 2009, 18.00 — 00.00",1256839200000.0,6.0,Passing clouds.,28.0,1013.0,88,2009-10-29,10,29,2009,3,18:00,00:00
"Friday 30 October 2009, 00.00 — 06.00",1256860800000.0,0.0,Passing clouds.,25.0,1012.0,93,2009-10-30,10,30,2009,4,00:00,06:00
"Friday 30 October 2009, 06.00 — 12.00",1256882400000.0,3.0,Scattered clouds.,32.0,1014.0,79,2009-10-30,10,30,2009,4,06:00,12:00
"Friday 30 October 2009, 12.00 — 18.00",1256904000000.0,16.0,Scattered clouds.,33.0,1011.0,69,2009-10-30,10,30,2009,4,12:00,18:00
"Friday 30 October 2009, 18.00 — 00.00",1256925600000.0,1.0,Passing clouds.,29.0,1012.0,79,2009-10-30,10,30,2009,4,18:00,00:00
"Saturday 31 October 2009, 00.00 — 06.00",1256947200000.0,0.0,Haze.,28.0,1011.0,87,2009-10-31,10,31,2009,5,00:00,06:00
"Saturday 31 October 2009, 06.00 — 12.00",1256968800000.0,8.0,Scattered clouds.,32.0,1012.0,79,2009-10-31,10,31,2009,5,06:00,12:00
"Saturday 31 October 2009, 12.00 — 18.00",1256990400000.0,14.0,Broken clouds.,33.0,1010.0,62,2009-10-31,10,31,2009,5,12:00,18:00
"Saturday 31 October 2009, 18.00 — 00.00",1257012000000.0,3.0,Passing clouds.,29.0,1012.0,77,2009-10-31,10,31,2009,5,18:00,00:00
"Sunday 1 November 2009, 00.00 — 06.00",1257033600000.0,1.0,Fog.,27.0,1011.0,88,2009-11-01,11,1,2009,6,00:00,06:00
"Sunday 1 November 2009, 06.00 — 12.00",1257055200000.0,0.0,Fog.,28.0,1013.0,86,2009-11-01,11,1,2009,6,06:00,12:00
"Sunday 1 November 2009, 12.00 — 18.00",1257076800000.0,0.0,No weather data available,,0.0,0,2009-11-01,11,1,2009,6,12:00,18:00
"Sunday 1 November 2009, 18.00 — 00.00",1257098400000.0,0.0,No weather data available,,0.0,0,2009-11-01,11,1,2009,6,18:00,00:00
"Monday 2 November 2009, 00.00 — 06.00",1257120000000.0,0.0,No weather data available,,0.0,0,2009-11-02,11,2,2009,0,00:00,06:00
